id,player,session,level,action,time,timestamp,"replace(state,char(13),' ')"
83224,188405223,F9163FC74A7E70D468057C9ED5D2E74E,Union_Interseccion,3,17,"2020-11-25 03:17:23.661026","Puntaje Total: 37910"
83225,188405223,F9163FC74A7E70D468057C9ED5D2E74E,Velocidad_y_fuerza,0,0,"2020-11-25 03:17:23.845458","Inicio del nivel;Player 1: a; Player2: b"
83226,188405223,F9163FC74A7E70D468057C9ED5D2E74E,Velocidad_y_fuerza,3,3,"2020-11-25 03:17:40.747149","Final del nivel"
83227,188405223,FFD102034CD1BAE73064F79B1512449C,Densidad_de_Objetos,0,0,"2020-11-25 03:51:57.945146","Inicio del nivel;Player 1: PA; Player2: PO"
83228,188405223,FFD102034CD1BAE73064F79B1512449C,Densidad_de_Objetos,3,2,"2020-11-25 03:52:13.402243","Final del nivel"
83229,188405223,FFD102034CD1BAE73064F79B1512449C,Densidad_de_Objetos,3,2,"2020-11-25 03:52:27.213558","Puntaje Total: 12920"
83230,188405223,FFD102034CD1BAE73064F79B1512449C,Union_Interseccion,0,0,"2020-11-25 03:52:27.419771","Inicio del nivel;Player 1: PA; Player2: PO"
83231,188405223,FFD102034CD1BAE73064F79B1512449C,Union_Interseccion,3,4,"2020-11-25 03:53:08.557590","Final del nivel"
83232,188405223,FFD102034CD1BAE73064F79B1512449C,Union_Interseccion,3,4,"2020-11-25 03:53:31.111591","Puntaje Total: 38660"
83233,188405223,FFD102034CD1BAE73064F79B1512449C,Velocidad_y_fuerza,0,0,"2020-11-25 03:53:31.428566","Inicio del nivel;Player 1: PA; Player2: PO"
83234,188405223,FFD102034CD1BAE73064F79B1512449C,Velocidad_y_fuerza,3,58,"2020-11-25 03:55:08.236897","Final del nivel"
83235,188405223,FFD102034CD1BAE73064F79B1512449C,Velocidad_y_fuerza,3,58,"2020-11-25 03:55:23.226044","Puntaje Total: 89420"
83236,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,0,0,"2020-11-25 03:55:23.500249","Inicio del nivel;Player 1: PA; Player2: PO"
83237,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,1,1,"2020-11-25 03:55:30.218247","Palanca_Lever4; Light_source_2; Rotación Total Positiva: 0.0; Rotación Total Negativa: 0.0; Player 0"
83238,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,1,5,"2020-11-25 03:55:34.127869","Palanca_Lever4; Light_source_2; Rotación Total Positiva: 29.5; Rotación Total Negativa: -5.5; Player 0"
83239,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,1,7,"2020-11-25 03:55:36.041497","Palanca_Lever6; Mirror3_0; Rotación Total Positiva: 0.0; Rotación Total Negativa: 0.0; Player 0"
83240,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,1,10,"2020-11-25 03:55:38.941140","Palanca_Lever6; Mirror3_0; Rotación Total Positiva: 12.0; Rotación Total Negativa: -6.5; Player 0"
83241,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,1,16,"2020-11-25 03:55:45.317709","Palanca_Lever4; Light_source_2; Rotación Total Positiva: 0.5; Rotación Total Negativa: -35.5; Player 0"
83242,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,3,26,"2020-11-25 03:55:55.603172","Final del nivel"
83243,188405223,FFD102034CD1BAE73064F79B1512449C,Mirrors_1,3,26,"2020-11-25 03:56:14.868639","Puntaje Total: 190390"
83244,188405223,FFD102034CD1BAE73064F79B1512449C,NIVEL_FINAL,0,0,"2020-11-25 03:56:15.066556","Inicio del nivel;Player 1: PA; Player2: PO"
83245,188405334,A71B96A4465B098C100D0E91B0AEA903,Densidad_de_Objetos,0,0,"2020-11-25 03:57:55.201047","Inicio del nivel;Player 1: AAA; Player2: BBB"
83246,188405223,B63963F24C17D39C36BC4089D28DAF68,Densidad_de_Objetos,0,0,"2020-11-25 04:14:08.018312","Inicio del nivel;Player 1: A; Player2: B"
83247,188405223,B63963F24C17D39C36BC4089D28DAF68,Densidad_de_Objetos,3,2,"2020-11-25 04:14:15.848780","Final del nivel"
83248,188405223,B63963F24C17D39C36BC4089D28DAF68,Densidad_de_Objetos,3,2,"2020-11-25 04:14:37.407696","Puntaje Total: 12840"
83249,188405223,B63963F24C17D39C36BC4089D28DAF68,Union_Interseccion,0,0,"2020-11-25 04:14:37.594772","Inicio del nivel;Player 1: A; Player2: B"
83250,188405223,092D13DA4D3FF4AE56252FA317D5618D,Densidad_de_Objetos,0,0,"2020-11-25 04:15:08.243500","Inicio del nivel;Player 1: AA; Player2: BB"
83251,188405223,092D13DA4D3FF4AE56252FA317D5618D,Densidad_de_Objetos,3,3,"2020-11-25 04:15:17.526511","Final del nivel"
83252,188405223,092D13DA4D3FF4AE56252FA317D5618D,Densidad_de_Objetos,3,3,"2020-11-25 04:15:35.976986","Puntaje Total: 12790"
83253,188405223,092D13DA4D3FF4AE56252FA317D5618D,Union_Interseccion,0,0,"2020-11-25 04:15:36.152861","Inicio del nivel;Player 1: AA; Player2: BB"
83254,188405223,4B99B8FF480331AADF6AA8A8921851CF,Densidad_de_Objetos,0,0,"2020-11-25 14:25:19.887585","Inicio del nivel;Player 1: aa; Player2: bb"
83255,188405223,4B99B8FF480331AADF6AA8A8921851CF,Densidad_de_Objetos,3,1,"2020-11-25 14:25:27.895426","Final del nivel"
83256,188405223,4B99B8FF480331AADF6AA8A8921851CF,Densidad_de_Objetos,3,1,"2020-11-25 14:25:42.457969","Puntaje Total: 12990"
83257,188405223,4B99B8FF480331AADF6AA8A8921851CF,Union_Interseccion,0,0,"2020-11-25 14:25:42.506113","Inicio del nivel;Player 1: aa; Player2: bb"
83258,188405223,E6AD40AE47565D2785198585274CEE7D,Densidad_de_Objetos,0,0,"2020-11-25 16:53:16.001809","Inicio del nivel;Player 1: abc; Player2: 123"
83259,188405223,E6AD40AE47565D2785198585274CEE7D,Densidad_de_Objetos,3,3,"2020-11-25 16:53:26.584955","Final del nivel"
83260,188405223,E6AD40AE47565D2785198585274CEE7D,Densidad_de_Objetos,3,3,"2020-11-25 16:53:39.369465","Puntaje Total: 12810"
83261,188405223,E6AD40AE47565D2785198585274CEE7D,Union_Interseccion,0,0,"2020-11-25 16:53:39.692413","Inicio del nivel;Player 1: abc; Player2: 123"
83262,19525499-0,A7951FBC48D03F01005C51B0612E3523,N3D_2B,0,14.273797,"2020-11-25 16:54:13.799105","Solucion: 5355335533 // Consola_2"
83263,19525499-0,A7951FBC48D03F01005C51B0612E3523,N3D_2B,4,30.016994,"2020-11-25 16:54:30.350163",anxiety_frustration
83264,19525499-0,A7951FBC48D03F01005C51B0612E3523,N3D_2B,4,60.016876,"2020-11-25 16:55:00.383111",anxiety_frustration
83265,19525499-0,A7951FBC48D03F01005C51B0612E3523,N3D_2B,4,90.010178,"2020-11-25 16:55:30.285200",anxiety_frustration
83266,188405223,954A2C5B41AEFE018E46C0BB6118E82D,Densidad_de_Objetos,0,0,"2020-11-25 16:55:38.923465","Inicio del nivel;Player 1: abc; Player2: aaa"
83267,188405223,954A2C5B41AEFE018E46C0BB6118E82D,Densidad_de_Objetos,3,1,"2020-11-25 16:55:44.913261","Final del nivel"
83268,188405223,954A2C5B41AEFE018E46C0BB6118E82D,Densidad_de_Objetos,3,1,"2020-11-25 16:55:58.393631","Puntaje Total: 12970"
83269,188405223,954A2C5B41AEFE018E46C0BB6118E82D,Union_Interseccion,0,0,"2020-11-25 16:55:58.486380","Inicio del nivel;Player 1: abc; Player2: aaa"
83270,19525499-0,8042988D490012316435CFB7B25F84EB,N3D_0,0,92.541939,"2020-11-25 16:57:50.181410","Solucion: 5133223311 // Consola_2"
83271,19830278-3,E2D81056403FA036CBA7A0A0D260709D,N3D_2B,0,44.693188,"2020-11-25 17:18:18.617163","Solucion: 53 // Consola_2"
83272,19830278-3,E2D81056403FA036CBA7A0A0D260709D,N3D_2B,0,50.830235,"2020-11-25 17:18:24.756621","Solucion: 53 // Consola_2"
83273,19830278-3,E2D81056403FA036CBA7A0A0D260709D,N3D_2B,0,78.671371,"2020-11-25 17:18:52.550900","Solucion: 53 // Consola_2"
83274,19830278-3,E2D81056403FA036CBA7A0A0D260709D,N3D_2B,0,105.134468,"2020-11-25 17:19:19.065540","Solucion: 53 // Consola_2"
83275,19830278-3,765B7169418BCDAE9CB16FB26939793A,N3D_2B,0,12.753697,"2020-11-25 19:10:44.641482","Solucion: 53 // Consola_2"
83276,19830278-3,C95318D948881FC588DEDDAFC53997D1,N3D_2B,0,22.492008,"2020-11-25 19:13:05.852686","Solucion: 53 // Consola_2"
83277,19830278-3,C95318D948881FC588DEDDAFC53997D1,N3D_2B,0,62.970009,"2020-11-25 19:13:46.333268","Solucion: 53 // Consola_2"
83278,19830278-3,C95318D948881FC588DEDDAFC53997D1,N3D_2B,0,85.713028,"2020-11-25 19:14:09.159518","Solucion: 555333 // Consola_2"
83279,12,30D585764F8F4CC7ADCDB28C6FC2F4BE,N3D_2B,0,23.757238,"2020-11-25 19:18:38.028748","Solucion: 555333 // Consola_2"
83280,12,30D585764F8F4CC7ADCDB28C6FC2F4BE,N3D_2B,4,30.019751,"2020-11-25 19:18:45.503978",joy
83281,12,30D585764F8F4CC7ADCDB28C6FC2F4BE,N3D_2B,4,60.009941,"2020-11-25 19:19:15.529647",neutral_bored
83282,12,30D585764F8F4CC7ADCDB28C6FC2F4BE,N3D_2B,4,90.007339,"2020-11-25 19:19:45.458226",neutral_bored
83283,12,30D585764F8F4CC7ADCDB28C6FC2F4BE,N3D_2B,4,120.008377,"2020-11-25 19:20:15.798199",neutral_bored
83284,12,30D585764F8F4CC7ADCDB28C6FC2F4BE,N3D_2B,4,150.005005,"2020-11-25 19:20:45.812855",neutral_bored
83285,False,780C3E6B4B2FFE7D9A7074A7E23A396C,N3D_2B,0,0,"2020-11-25 19:25:06.619537","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83286,False,360495174A1C865C8AA8C0A493502600,N3D_2A,0,0,"2020-11-25 19:25:21.205210","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83287,False,B9B477844F2A736D0AC42580AC733584,N3D_2B,0,0,"2020-11-25 19:25:36.592212","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83288,False,EB35449743B742EB9E4DE8994B530A24,N3D_2A,0,0,"2020-11-25 19:25:47.451297","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83289,False,E7A262BD47D30501242670A3F83CC7F5,Nivel_protoGonzalo,1,7.694443,"2020-11-25 19:30:53.010031","AC, 1 ,2 ,3 ,4  - NC, ,,, - P, 5 7 16 19  - FALSE"
83290,False,E7A262BD47D30501242670A3F83CC7F5,Nivel_protoGonzalo,1,35.678787,"2020-11-25 19:31:21.005230","AC, 1 ,2 ,3 ,4  - NC, ,,, - P, 5 7 16 19  - TRUE"
83291,False,E7A262BD47D30501242670A3F83CC7F5,Nivel_protoGonzalo,1,20.75618,"2020-11-25 19:34:06.220789","AC, 1 ,2 ,3 ,4  - NC, 1 73 67 76 26 26 26 25 25 27 27 27 24 24 ,2 73 67 76 25 25 26 26 26 27 27 27 24 24 ,3 73 67 76 27 27 24 24 26 26 25 25 ,4 27 73 67 76 26 26 26 26 27 27 27 27  - P, 5 8 9  - TRUE"
83292,False,E7A262BD47D30501242670A3F83CC7F5,Nivel_protoGonzalo,1,32.172943,"2020-11-25 19:34:48.110485","AC, 1 ,2 ,3 ,4  - NC, 1 73 67 76 26 26 26 25 25 27 27 27 24 24 ,2 73 67 76 25 25 26 26 26 27 27 27 24 24 ,3 73 67 76 27 27 24 24 26 26 25 25 ,4 27 73 67 76 26 26 26 26 27 27 27 27  - P, 5 12 3 4 8 9  - TRUE"
83293,False,E7A262BD47D30501242670A3F83CC7F5,Nivel_protoGonzalo,1,39.92868,"2020-11-25 19:34:55.893766","AC, 1 ,2 ,3 ,4  - NC, 1 73 67 76 26 26 26 25 25 27 27 27 24 24 ,2 73 67 76 25 25 26 26 26 27 27 27 24 24 ,3 73 67 76 27 27 24 24 26 26 25 25 ,4 27 73 67 76 26 26 26 26 27 27 27 27  - P,  - TRUE"
83294,False,A17C0374490CB288B96CA48FDBAD23F5,N3D_2B,0,0,"2020-11-25 19:35:15.449525","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83295,False,CBEE9B694A24422AF63A1582A92E7078,N3D_2A,0,0,"2020-11-25 19:35:31.842408","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83296,False,616AE7C34B2D4721BD0849BB04597C8B,N3D_2A,0,0,"2020-11-25 19:36:29.578488","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83297,False,B38D33CA4325078B7C6FDAB17AC07EE8,N3D_2A,0,0,"2020-11-25 19:38:02.064963","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83298,False,0668C0E647ABAADCD9A59CB2019EB0B9,N3D_2A,0,0,"2020-11-25 19:38:24.683522","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83299,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,0,0,"2020-11-25 19:38:37.783307","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83300,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,4,30.022356,"2020-11-25 19:39:08.623633","Neutral Bored"
83301,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,4,60.019878,"2020-11-25 19:39:38.517082","Neutral Bored"
83302,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,4,90.010239,"2020-11-25 19:40:08.510386","Neutral Bored"
83303,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,4,120.20549,"2020-11-25 19:40:38.775831","Neutral Bored"
83304,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,4,150.264374,"2020-11-25 19:41:08.986858","Neutral Bored"
83305,False,4CBA8FC2449E76D80D502C8CF5014D51,N3D_2A,4,180.293381,"2020-11-25 19:41:38.842895","Neutral Bored"
83306,False,F011D3B74D86482896DBAFB937F38C60,N3D_2A,0,0,"2020-11-25 19:52:03.726489","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83307,False,68B191A14FC7667F1FB16A806A542E3A,N3D_2A,0,0,"2020-11-25 19:52:37.082653","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83308,False,6F993E6D4A1AE70FFC753083530A3EB5,N3D_2A,0,0,"2020-11-25 19:53:09.323558","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83309,False,6E086F0B40FC6FBE90D28ABA3D55DC79,N3D_2A,0,0,"2020-11-25 19:53:29.623345","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83310,False,C621A0794032351959D9B484E2E2F6A8,N3D_2A,0,0,"2020-11-25 19:53:55.639354","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83311,False,95E9BC8742DEDDD1A9943A9B864C09E3,N3D_2A,0,0,"2020-11-25 19:54:15.023351","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83312,False,532D20D4431C0F21307405AAD9A92B47,N3D_2A,0,0,"2020-11-25 19:54:28.794676","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83313,False,59C7305B4F6EC932E71A7BAFA5C3EF42,N3D_2A,0,0,"2020-11-25 19:54:47.354803","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83314,False,3B8822CD47FAC0877EC862A97A5998E6,N3D_2A,0,0,"2020-11-25 19:54:56.810806","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83315,False,5635DAAD434B2E0E6A6C3384CE79D326,N3D_2A,0,0,"2020-11-25 19:55:10.814220","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83316,False,068F6F5149EF1AD9FDD6F38FEBF632CE,N3D_2A,0,0,"2020-11-25 19:55:29.396646","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83317,False,DF1FBBA04BDF6D8DF1FCDD8F142E4422,N3D_2A,0,0,"2020-11-25 19:55:42.319902","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83318,False,597A2E1744385EDF836474B12E267849,N3D_2A,0,0,"2020-11-25 19:55:54.194878","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83319,False,13AEC21043DC1AEF4A81B4B00108BA12,N3D_2A,0,0,"2020-11-25 19:56:10.890293","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83320,False,B1EC74B447653CCD4070869246DEF3B7,N3D_2A,0,0,"2020-11-25 19:58:55.858272","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83321,False,B0F59E9B41AEA6AB97B4AB961C9ABB86,N3D_2A,0,0,"2020-11-25 19:59:15.947121","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83322,False,8DD3B4A145ECB553439B73ADFACC5787,N3D_2A,0,0,"2020-11-25 19:59:30.296802","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83323,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,0,0,"2020-11-25 19:59:45.263102","8;1;[];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *   *   * * * 
*   *   *       * 
* p * * * * * * *"
83324,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,4,30.049019,"2020-11-25 20:00:15.674352","Neutral Bored"
83325,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,4,60.084305,"2020-11-25 20:00:45.681305","Neutral Bored"
83326,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,4,90.020309,"2020-11-25 20:01:15.615950","Neutral Bored"
83327,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,1,101.29187,"2020-11-25 20:01:26.603003","6;4;[Right Down];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *   * * * 
*     x *     x * 
*   *     * * * * 
*   *   *       * 
* p * * * * * * *"
83328,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,1,105.890717,"2020-11-25 20:01:30.877541","4;6;[Down];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *     * * 
*     x *   * x * 
*   *     * * * * 
*   *   *       * 
* p * * * * * * *"
83329,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,1,110.18544,"2020-11-25 20:01:35.129228","6;2;[Up];* * * * * * * * * 
*         x     s 
*   *   * * * * * 
* x *     x     * 
*   * * *     * * 
*   * x *   * x * 
*         * * * * 
*   *   *       * 
* p * * * * * * *"
83330,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,1,115.381607,"2020-11-25 20:01:40.679487","2;6;[Down Right];* * * * * * * * * 
*         x     s 
*   *   * *   * * 
* x *     x *   * 
*   * * *     * * 
*   * x *   * x * 
*         * * * * 
*   *   *       * 
* p * * * * * * *"
83331,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,4,120.033905,"2020-11-25 20:01:45.326051","Neutral Bored"
83332,False,408180364C8EAE04374B7EBF531752E8,N3D_2A,3,130.463486,"2020-11-25 20:01:55.658111","X;X;[];* * * * * * * * * 
*         x     s 
*   *   * *   * * 
* x *     x *   * 
*   * * *     * * 
*   * x *   * x * 
*         * * * * 
*   *   *       * 
* p * * * * * * *"
83333,False,06EEFFD54561205E0D8FE386F44330F1,N3D_2M,0,0,"2020-11-25 20:02:33.976418","8;3;[];* * * * * * * * * 
* x             s 
*   * * *   *   * 
* x     * x *   * 
*   *   * * *   * 
*   * x     * x * 
*   *   *   *   * 
*   *   *   *   * 
* * * p * * * * *"
83334,False,C814026C486AD5F664F73680698D8FFB,N3D_2B,0,0,"2020-11-25 20:03:11.417673","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83335,False,8C48725C49C3A43DBA0A93B4C04521F1,N3D_2B,0,0,"2020-11-25 20:20:48.343651","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83336,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Densidad_de_Objetos,0,0,"2020-11-25 20:44:47.299143","Inicio del nivel;Player 1: aa; Player2: bb"
83337,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Densidad_de_Objetos,3,18,"2020-11-25 20:45:15.313722","Final del nivel"
83338,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Densidad_de_Objetos,3,18,"2020-11-25 20:45:26.367566","Puntaje Total: 12080"
83339,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,0,0,"2020-11-25 20:45:26.451032","Inicio del nivel;Player 1: aa; Player2: bb"
83340,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,4,"2020-11-25 20:46:43.229677","Boton0;Set to TRUE; Player 0"
83341,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,14,"2020-11-25 20:46:53.796428","Boton2;Set to TRUE; Player 0"
83342,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,16,"2020-11-25 20:46:55.054120","Boton3;Set to TRUE; Player 1"
83343,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,21,"2020-11-25 20:47:00.992757","Boton5;Set to TRUE; Player 0"
83344,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,22,"2020-11-25 20:47:01.185943","Boton5;Set to TRUE; Player 0"
83345,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,22,"2020-11-25 20:47:01.186918","Boton6;Set to TRUE; Player 1"
83346,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,1,25,"2020-11-25 20:47:04.462477","Boton7;Set to TRUE; Player 1"
83347,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,3,25,"2020-11-25 20:47:04.482997","Final del nivel"
83348,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Union_Interseccion,3,25,"2020-11-25 20:47:19.407705","Puntaje Total: 35830"
83349,188405223,CCF0967E46F22F04B8EEAAAADC6E42F4,Velocidad_y_fuerza,0,0,"2020-11-25 20:47:19.606917","Inicio del nivel;Player 1: aa; Player2: bb"
83350,12,E10E23124DED1FD0F8B89D83102412FC,N3D_2B,0,0,"2020-11-25 20:54:43.357486","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83351,False,334F70D941366A0941D823BDA870478F,N3D_2B,0,0,"2020-11-25 20:55:29.859801","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83352,False,CE04AE2C42AFF2797FE140AA4A54B2B1,N3D_2B,0,0,"2020-11-25 20:57:05.485675","8;5;[];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x     * x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
83353,False,CE04AE2C42AFF2797FE140AA4A54B2B1,N3D_2B,0,13.922052,"2020-11-25 20:57:18.993616","Solucion: 5553333 // Consola_1"
83354,False,CE04AE2C42AFF2797FE140AA4A54B2B1,N3D_2B,4,30.035452,"2020-11-25 20:57:36.023617","Neutral Bored"
83355,False,CE04AE2C42AFF2797FE140AA4A54B2B1,N3D_2B,4,60.017727,"2020-11-25 20:58:06.010542","Neutral Bored"
83356,False,CE04AE2C42AFF2797FE140AA4A54B2B1,N3D_2B,4,90.020805,"2020-11-25 20:58:36.058318","Neutral Bored"
83357,False,CE04AE2C42AFF2797FE140AA4A54B2B1,N3D_2B,1,117.518471,"2020-11-25 20:59:03.213330","3;6;[Left Left];* * * * * * * * * 
* x       x     s 
*   * * * * *   * 
*     x   *   x * 
*   *   *   * * * 
*   *   *     x * 
*   *   *   *   * 
*   *   *   *   * 
* * * * * p * * *"
